Name,Class,Role,Tier,Score,Trend,Win %,Role %,Pick %,Ban %,KDA,Parche
Warwick,Fighter,TOP,D,29.86,-1.47,49.09%,21.65%,1.04%,5.47%,1.82,12.4
Wukong,Fighter,TOP,C,40.35,3.43,50.63%,77.27%,1.77%,0.59%,02.05,12.4
Wukong,Fighter,JUNGLE,C,34.69,2.83,49.65%,15.13%,0.36%,0.62%,2.4,12.4
Xayah,Marksman,ADC,A,47.62,5.32,50.77%,97.97%,5.67%,0.57%,2.38,12.4
Xerath,Mage,MID,A,50.9,-0.51,50.50%,41.22%,2.39%,4.06%,3,12.4
Xerath,Mage,SUPPORT,B,47.23,-0.24,50.39%,53.34%,3.34%,4.06%,2.52,12.4
Xin Zhao,Fighter,JUNGLE,S,64.08,2.22,50.63%,93.77%,8.26%,7.08%,2.38,12.4
Yasuo,Fighter,MID,God,83.2,2.86,49.25%,71.34%,12.02%,23.14%,1.7,12.4
Yasuo,Fighter,ADC,C,41.17,-3.78,50.89%,13.05%,2.04%,23.14%,1.95,12.4
Yasuo,Fighter,TOP,C,37.31,-8.35,47.72%,14.52%,2.24%,23.14%,1.46,12.4
Yone,Assassin,MID,God,70.92,4.33,50.04%,63.69%,9.21%,17.79%,1.84,12.4
Yone,Assassin,TOP,S,60.91,-15.13,49.76%,33.37%,4.37%,17.79%,1.65,12.4
Yorick,Fighter,TOP,A,49.53,0.93,52.52%,95.80%,2.81%,2.70%,1.57,12.4
Yuumi,Support,SUPPORT,S,68.75,-26.41,48.75%,98.42%,11.18%,25.79%,4.12,12.4
Zac,Tank,JUNGLE,S,60.44,2.92,53.04%,85.55%,3.97%,2.15%,3.54,12.4
Zed,Assassin,MID,God,77.07,1.64,50.13%,68.21%,8.13%,34.01%,2.24,12.4
Zed,Assassin,JUNGLE,B,44.82,2.1,48.05%,28.58%,3.02%,34.01%,2.45,12.4
Zeri,Marksman,ADC,God,86.66,-6.85,51.06%,84.59%,15.51%,47.78%,2.38,12.4
Ziggs,Mage,ADC,B,43.07,-2.45,51.33%,71.53%,1.97%,0.47%,2.39,12.4
Ziggs,Mage,MID,C,40.89,-1.43,49.89%,23.58%,0.69%,0.49%,2.34,12.4
Zilean,Support,MID,A,50.37,-1.3,51.56%,25.03%,1.14%,3.68%,3.28,12.4
Zilean,Support,SUPPORT,A,47.74,-0.67,49.79%,69.18%,3.09%,3.68%,03.02,12.4
Zoe,Mage,MID,B,47.1,-2.3,48.30%,91.74%,3.50%,1.38%,2.44,12.4
Zyra,Mage,SUPPORT,A,48.03,0.53,51.97%,88.58%,3.13%,1.99%,2.1,12.4
Aatrox,Fighter,TOP,S,72.19,-5.85,49.43%,92.34%,7.01%,4.24%,1.89,12.5
Ahri,Mage,MID,God,89.47,-5.98,51.54%,92.89%,12.50%,13.82%,2.49,12.5
Akali,Assassin,MID,S,68,-1.6,48.85%,61.87%,7.92%,18.92%,2.3,12.5
Akali,Assassin,TOP,S,59.59,3.36,48.24%,37.35%,4.53%,18.92%,02.01,12.5
Akshan,Marksman,MID,A,53.74,0.8,51.51%,56.39%,3.47%,13.97%,2.22,12.5
Akshan,Marksman,TOP,B,44.34,-5.41,50.51%,33.88%,1.97%,13.97%,1.93,12.5
Alistar,Tank,SUPPORT,B,45.7,1.8,50.64%,96.81%,3.56%,0.80%,2.5,12.5
Amumu,Tank,JUNGLE,B,44.12,-0.12,49.76%,84.03%,2.74%,1.33%,2.5,12.5
Amumu,Tank,SUPPORT,C,33.72,-3.31,52.00%,13.25%,0.32%,1.43%,02.04,12.5
Anivia,Mage,MID,A,52,-1.61,52.07%,77.74%,2.63%,2.82%,2.53,12.5
Anivia,Mage,SUPPORT,D,25.32,-8.08,47.77%,14.40%,0.39%,2.82%,2.12,12.5
Annie,Mage,MID,B,44.97,-4.05,50.54%,81.69%,1.85%,0.71%,2.24,12.5
Aphelios,Marksman,ADC,C,37.73,-7.63,46.57%,97.21%,7.70%,1.70%,1.95,12.5
Ashe,Marksman,ADC,A,46.95,1.39,50.85%,84.43%,6.42%,0.95%,2.36,12.5
Ashe,Marksman,SUPPORT,D,26.83,0,47.23%,12.20%,0.84%,0.95%,2.32,12.5
Aurelion Sol,Mage,MID,B,44.2,-6.31,50.87%,87.31%,1.04%,0.36%,2.49,12.5
Azir,Mage,MID,D,33.12,-0.38,45.61%,87.03%,1.39%,0.27%,1.96,12.5
Bard,Support,SUPPORT,B,42.07,-4.25,49.75%,96.36%,2.67%,0.49%,2.88,12.5
Blitzcrank,Tank,SUPPORT,S,72.51,13.09,50.48%,98.01%,8.41%,20.73%,2.41,12.5
Brand,Mage,SUPPORT,B,42.16,-4.08,49.27%,71.23%,4.00%,5.71%,1.78,12.5
Brand,Mage,MID,C,39.31,-2.87,49.86%,16.41%,0.93%,5.71%,1.93,12.5
Braum,Support,SUPPORT,C,35.01,-4.87,48.09%,97.99%,2.02%,0.33%,2.69,12.5
Caitlyn,Marksman,ADC,A,57.19,1.67,47.94%,96.93%,12.42%,10.20%,2.15,12.5
Camille,Fighter,TOP,S,65.37,-1.71,49.72%,94.79%,5.82%,4.64%,1.87,12.5
Cassiopeia,Mage,MID,B,44.91,-4.06,50.48%,69.77%,2.19%,1.76%,02.02,12.5
Cassiopeia,Mage,ADC,C,33.97,-7.3,52.04%,11.57%,0.37%,1.76%,2.26,12.5
Cassiopeia,Mage,TOP,C,33.65,-0.07,50.81%,17.42%,0.56%,1.76%,1.84,12.5
Cho'Gath,Tank,TOP,B,46.47,-1.53,50.42%,64.70%,2.50%,0.98%,02.08,12.5
Cho'Gath,Tank,MID,B,45.79,10.23,52.69%,21.93%,0.67%,0.98%,2.4,12.5
Corki,Marksman,MID,B,43.06,-1.74,48.46%,91.20%,2.63%,0.97%,2.1,12.5
Darius,Fighter,TOP,God,74.66,-4.68,49.53%,92.81%,6.63%,14.96%,1.77,12.5
Diana,Fighter,JUNGLE,God,76.34,-3.47,52.10%,85.94%,10.74%,13.96%,2.47,12.5
Diana,Fighter,MID,B,46.79,-1.54,51.97%,12.68%,1.58%,13.96%,2.12,12.5
Dr. Mundo,Marksman,TOP,A,48.88,2.24,51.90%,84.87%,2.30%,1.94%,02.09,12.5
Draven,Fighter,ADC,B,41.98,-1.03,49.59%,93.76%,5.78%,9.48%,02.09,12.5
Ekko,Assassin,JUNGLE,A,56.68,-1.51,51.09%,62.49%,5.63%,3.85%,2.71,12.5
Ekko,Assassin,MID,A,48.22,1.94,50.14%,34.86%,3.05%,3.85%,2.19,12.5
Elise,Mage,JUNGLE,B,42.47,-1.09,49.84%,93.41%,2.04%,1.12%,2.54,12.5
Evelynn,Assassin,JUNGLE,B,46.8,2.25,49.17%,98.53%,3.41%,6.37%,2.77,12.5
Ezreal,Marksman,ADC,S,66.29,4.49,48.26%,94.28%,16.33%,3.94%,2.29,12.5
Fiddlesticks,Mage,JUNGLE,B,45.6,0.35,49.98%,90.92%,2.91%,2.14%,2.59,12.5
Fiora,Fighter,TOP,God,78.04,-1.65,51.09%,97.28%,6.70%,13.68%,1.72,12.5
Fizz,Assassin,MID,A,53.91,2.5,50.94%,94.44%,3.88%,5.52%,2.41,12.5
Galio,Tank,MID,A,48.07,2.19,51.13%,61.47%,1.83%,0.40%,2.65,12.5
Galio,Tank,SUPPORT,D,30.98,-9.79,48.73%,34.66%,1.03%,0.40%,2.36,12.5
Gangplank,Fighter,TOP,S,62.05,-1.65,48.20%,85.62%,5.78%,4.37%,1.96,12.5
Gangplank,Fighter,MID,C,39.01,5.56,49.15%,12.89%,0.95%,4.37%,2.13,12.5
Garen,Fighter,TOP,God,72.72,-2.79,50.78%,86.46%,6.55%,3.29%,1.97,12.5
Gnar,Fighter,TOP,A,52.42,-1.49,48.87%,96.84%,4.34%,0.92%,1.83,12.5
Gragas,Fighter,JUNGLE,C,39.53,4.55,49.59%,22.32%,0.80%,0.31%,2.75,12.5
Gragas,Fighter,TOP,C,37.21,-4.12,47.11%,56.71%,2.26%,0.31%,02.09,12.5
Gragas,Fighter,SUPPORT,D,25.05,0,47.41%,10.53%,0.36%,0.31%,2.26,12.5
Graves,Marksman,JUNGLE,S,62.33,-2.51,50.62%,62.76%,7.61%,8.07%,2.64,12.5
Graves,Marksman,TOP,A,50.69,-18.84,49.61%,30.68%,3.63%,8.07%,1.69,12.5
Gwen,Fighter,TOP,C,33.64,-30.46,45.68%,61.78%,2.66%,5.20%,1.6,12.5
Gwen,Fighter,JUNGLE,D,28.95,-21.49,45.06%,34.59%,1.50%,5.20%,2.15,12.5
Hecarim,Fighter,JUNGLE,God,83.62,6.71,51.21%,99.04%,10.84%,22.23%,03.05,12.5
Heimerdinger,Mage,MID,B,39.83,-3.24,50.39%,37.64%,0.91%,1.08%,1.89,12.5
Heimerdinger,Mage,ADC,C,39.3,-2.72,54.78%,17.11%,0.30%,1.08%,2.18,12.5
Heimerdinger,Mage,TOP,D,29.33,3.9,49.07%,35.36%,0.81%,1.08%,1.59,12.5
Illaoi,Fighter,TOP,A,47.34,-4.16,51.05%,93.48%,3.00%,3.75%,1.47,12.5
Irelia,Fighter,TOP,God,83.11,-6.35,50.08%,57.85%,7.15%,22.15%,1.6,12.5
Irelia,Fighter,MID,A,57.11,5.96,50.30%,40.53%,5.00%,22.15%,1.81,12.5
Ivern,Support,JUNGLE,B,41.38,-0.21,48.60%,80.99%,1.17%,0.41%,3.28,12.5
Janna,Support,SUPPORT,S,65.44,9.2,53.40%,98.06%,6.04%,2.52%,3.24,12.5
Jarvan IV,Tank,JUNGLE,A,49.78,-4.17,49.46%,91.91%,3.74%,0.48%,3.15,12.5
Jax,Fighter,TOP,S,62.21,-4.73,50.04%,81.66%,5.37%,8.15%,1.55,12.5
Jax,Fighter,JUNGLE,D,31.32,-2.95,47.23%,15.20%,1.04%,8.15%,1.99,12.5
Jayce,Fighter,TOP,A,59.4,1.26,47.83%,84.52%,5.90%,2.00%,1.72,12.5
Jayce,Fighter,MID,C,38.66,-4.87,49.36%,13.78%,0.86%,2.00%,02.05,12.5
Jhin,Marksman,ADC,God,81.84,06.03,51.07%,97.83%,18.11%,4.91%,2.89,12.5
Jinx,Marksman,ADC,God,92.47,14.77,50.61%,98.89%,22.62%,10.72%,2.32,12.5
Kai'Sa,Marksman,ADC,S,66.15,10.84,49.63%,76.99%,14.64%,4.40%,2.41,12.5
Kai'Sa,Marksman,MID,B,44.75,0,46.86%,21.40%,3.81%,4.40%,2.13,12.5
Kalista,Marksman,ADC,D,29.04,-8.35,48.46%,88.11%,1.68%,0.29%,2.24,12.5
Karma,Mage,SUPPORT,S,69.88,13.79,49.18%,80.81%,9.57%,6.25%,2.67,12.5
Karma,Mage,MID,A,48.14,0.82,50.95%,11.64%,1.43%,6.25%,2.89,12.5
Karthus,Mage,MID,B,41.98,4.12,51.61%,14.92%,0.48%,1.99%,2.15,12.5
Karthus,Mage,ADC,B,41,-1.86,54.65%,23.64%,0.96%,1.99%,2.22,12.5
Karthus,Mage,JUNGLE,C,35.4,-0.14,47.19%,53.49%,1.77%,1.99%,2.39,12.5
Kassadin,Assassin,MID,A,50.8,-4.36,49.51%,96.19%,3.64%,9.31%,2.35,12.5
Katarina,Assassin,MID,S,62.24,3.34,49.24%,93.87%,7.17%,9.48%,2.21,12.5
Kayle,Fighter,TOP,A,56.4,2.67,52.42%,73.46%,3.66%,1.44%,1.8,12.5
Kayle,Fighter,MID,B,46.38,1.58,53.00%,22.73%,1.03%,1.44%,2.17,12.5
Kayn,Fighter,JUNGLE,S,69.57,-1.73,50.59%,96.46%,10.12%,11.78%,2.37,12.5
Kennen,Mage,MID,B,42.47,-2.89,51.55%,14.57%,0.40%,0.64%,2.33,12.5
Kennen,Mage,TOP,B,41.03,10.71,49.34%,81.48%,2.18%,0.64%,1.96,12.5
Kha'Zix,Assassin,JUNGLE,S,63.47,1.72,50.87%,98.33%,8.03%,7.88%,2.55,12.5
Kindred,Marksman,JUNGLE,A,48.2,-0.77,50.30%,92.78%,4.27%,3.11%,2.2,12.5
Kled,Fighter,TOP,B,43.59,3.55,50.91%,87.04%,1.56%,0.81%,2.34,12.5
Kled,Fighter,MID,B,42.19,0,51.27%,10.31%,0.16%,0.85%,2.52,12.5
Kog'Maw,Marksman,MID,B,39.77,0,50.93%,11.51%,0.20%,0.34%,2.15,12.5
Kog'Maw,Marksman,ADC,C,36.38,-5.5,51.92%,84.09%,1.70%,0.34%,2.18,12.5
LeBlanc,Assassin,MID,A,51.25,2.22,47.17%,93.48%,4.53%,8.07%,2.67,12.5
Lee Sin,Fighter,JUNGLE,God,90.64,0.06,48.08%,94.41%,16.99%,15.23%,2.65,12.5
Leona,Tank,SUPPORT,S,60.91,09.03,49.56%,98.80%,7.42%,10.59%,2.33,12.5
Lillia,Fighter,JUNGLE,B,45.43,-0.43,49.68%,85.53%,3.14%,1.00%,2.57,12.5
Lillia,Fighter,TOP,D,32.68,4.77,50.28%,10.56%,0.44%,1.07%,1.99,12.5
Lissandra,Mage,MID,A,48.51,2.48,50.86%,90.20%,2.52%,0.76%,2.38,12.5
Lucian,Marksman,ADC,A,53.67,7.4,51.58%,82.05%,8.46%,2.16%,2.34,12.5
Lucian,Marksman,MID,C,35.96,0,47.79%,12.02%,1.08%,2.16%,1.94,12.5
Lulu,Support,SUPPORT,God,87.73,21.82,50.81%,95.15%,10.79%,19.01%,03.01,12.5
Lux,Mage,SUPPORT,God,83.95,22.47,49.76%,64.34%,11.87%,11.49%,2.4,12.5
Lux,Mage,MID,S,63.87,-0.85,51.02%,31.88%,5.63%,11.49%,2.79,12.5
Malphite,Tank,TOP,S,63.4,-1.23,51.03%,73.62%,4.55%,4.29%,2.34,12.5
Malphite,Tank,MID,B,42.05,05.02,50.45%,11.34%,0.73%,4.29%,2.4,12.5
Malphite,Tank,SUPPORT,D,29.18,0,49.13%,11.11%,0.72%,4.31%,02.03,12.5
Malzahar,Mage,MID,A,50.9,-1.35,51.61%,90.00%,3.08%,2.98%,2.19,12.5
Maokai,Tank,SUPPORT,C,37.21,-4.08,51.89%,72.96%,1.06%,0.12%,2.22,12.5
Maokai,Tank,TOP,D,27.46,-0.63,48.27%,20.65%,0.27%,0.12%,02.06,12.5
Master Yi,Assassin,JUNGLE,S,70.85,0.04,50.02%,89.98%,9.24%,22.49%,1.95,12.5
Miss Fortune,Marksman,ADC,A,51.89,0.12,50.48%,93.07%,8.98%,1.98%,2.22,12.5
Mordekaiser,Fighter,TOP,S,68.23,0.61,50.99%,81.78%,5.64%,6.97%,1.82,12.5
Mordekaiser,Fighter,JUNGLE,B,40.8,0.59,51.64%,10.78%,0.71%,6.97%,2.21,12.5
Morgana,Mage,SUPPORT,God,72.56,16.49,48.98%,87.83%,7.94%,26.74%,2.44,12.5
Nami,Support,SUPPORT,S,71.18,12.03,52.05%,99.44%,8.45%,1.19%,3.16,12.5
Nasus,Fighter,TOP,A,57.57,-2.6,50.08%,80.62%,4.48%,4.45%,1.85,12.5
Nautilus,Tank,SUPPORT,God,79.05,24.58,50.80%,97.46%,10.82%,11.21%,2.37,12.5
Neeko,Mage,MID,A,49.07,-3.7,52.29%,58.65%,2.01%,0.58%,2.32,12.5
Neeko,Mage,SUPPORT,D,30.1,-12.25,49.26%,25.80%,0.84%,0.58%,02.09,12.5
Nidalee,Assassin,JUNGLE,B,44.76,-1.11,48.14%,88.46%,3.57%,1.70%,2.8,12.5
Nocturne,Assassin,JUNGLE,A,56.43,8.9,52.50%,93.39%,4.67%,3.46%,2.63,12.5
Nunu,Tank,JUNGLE,A,48.59,1.32,49.84%,87.48%,3.71%,1.88%,2.78,12.5
Olaf,Fighter,JUNGLE,C,34.02,2.4,47.65%,82.52%,1.26%,0.75%,2.25,12.5
Olaf,Fighter,TOP,D,14.43,-0.76,44.54%,16.30%,0.24%,0.79%,1.48,12.5
Orianna,Mage,MID,A,47.56,1.34,49.07%,92.06%,3.00%,0.23%,2.53,12.5
Ornn,Tank,TOP,A,53.05,1.52,51.53%,92.40%,2.92%,0.44%,2.29,12.5
Pantheon,Fighter,MID,B,45.72,4.28,52.58%,23.21%,0.94%,0.85%,2.25,12.5
Pantheon,Fighter,TOP,C,35.3,3.2,49.86%,28.43%,0.96%,0.85%,02.04,12.5
Pantheon,Fighter,SUPPORT,D,26.83,-7.13,46.50%,40.55%,1.77%,0.85%,1.88,12.5
Poppy,Tank,JUNGLE,B,42.66,-2.06,49.35%,55.66%,2.35%,1.91%,2.59,12.5
Poppy,Tank,TOP,B,39.69,5,50.64%,36.38%,1.34%,1.91%,02.06,12.5
Pyke,Support,SUPPORT,God,76.21,21.82,49.30%,88.62%,10.43%,16.66%,2.16,12.5
Qiyana,Assassin,MID,A,48.45,-1.74,48.79%,70.31%,3.91%,6.60%,02.03,12.5
Qiyana,Assassin,JUNGLE,C,37.02,3.46,48.61%,23.67%,1.29%,6.60%,2.36,12.5
Quinn,Marksman,TOP,B,41.99,-0.86,51.28%,80.97%,1.69%,1.03%,1.88,12.5
Rakan,Support,SUPPORT,A,49.54,0.39,49.54%,97.95%,4.78%,0.39%,2.81,12.5
Rammus,Tank,JUNGLE,A,48.49,3.28,51.13%,95.12%,2.58%,3.92%,2.83,12.5
Rek'Sai,Fighter,JUNGLE,A,47.52,-0.59,49.94%,96.18%,3.72%,5.07%,2.44,12.5
Rell,Tank,SUPPORT,B,40.46,-5.71,51.65%,98.44%,1.82%,0.42%,2.39,12.5
Renata Glasc,Support,SUPPORT,God,81.02,-11.9,51.46%,96.84%,10.12%,14.88%,2.71,12.5
Renekton,Fighter,TOP,B,44.73,-3.58,47.55%,84.72%,3.59%,2.44%,1.78,12.5
Renekton,Fighter,MID,C,38.5,1.19,49.83%,13.75%,0.53%,2.44%,02.07,12.5
Rengar,Assassin,JUNGLE,B,41.71,01.04,48.03%,75.57%,3.66%,2.85%,2.22,12.5
Rengar,Assassin,TOP,D,29.62,2.55,48.10%,20.62%,0.93%,2.85%,1.83,12.5
Riven,Fighter,TOP,S,66.43,-1.88,50.65%,90.27%,5.69%,3.47%,1.89,12.5
Rumble,Fighter,MID,A,49.32,1.88,53.89%,30.72%,0.76%,0.32%,2.61,12.5
Rumble,Fighter,JUNGLE,C,35.29,3.63,48.53%,12.05%,0.31%,0.32%,2.63,12.5
Rumble,Fighter,TOP,D,32.2,02.09,47.78%,54.33%,1.24%,0.32%,02.05,12.5
Ryze,Mage,MID,B,41.91,-1.93,45.60%,84.23%,3.77%,0.63%,2.15,12.5
Ryze,Mage,TOP,D,23.49,3.84,46.54%,13.75%,0.61%,0.63%,1.77,12.5
Samira,Marksman,ADC,A,58.84,13.32,50.94%,96.51%,9.95%,13.15%,2.29,12.5
Sejuani,Tank,JUNGLE,A,52.95,7.19,53.00%,82.01%,2.05%,0.32%,3.25,12.5
Sejuani,Tank,TOP,D,33.45,0.78,49.81%,12.50%,0.28%,0.32%,2.38,12.5
Senna,Marksman,SUPPORT,God,73.85,15.37,51.68%,90.95%,9.60%,4.81%,2.63,12.5
Seraphine,Mage,SUPPORT,A,46.92,8.44,49.97%,70.24%,4.30%,1.28%,2.43,12.5
Seraphine,Mage,ADC,B,42.7,1.19,53.27%,16.26%,0.90%,1.28%,2.92,12.5
Seraphine,Mage,MID,C,39.07,-5.21,48.18%,12.86%,0.77%,1.28%,2.6,12.5
Sett,Fighter,TOP,God,79.84,-7.14,50.54%,80.74%,7.63%,7.31%,1.76,12.5
Sett,Fighter,SUPPORT,D,24.71,0,46.96%,10.16%,0.77%,7.31%,02.01,12.5
Shaco,Assassin,JUNGLE,S,62.57,0.71,51.07%,83.29%,6.41%,17.27%,2.74,12.5
Shaco,Assassin,SUPPORT,D,31.39,-9.86,48.80%,11.62%,0.95%,17.27%,2.31,12.5
Shen,Tank,TOP,S,70.76,-3.98,52.85%,86.42%,4.54%,1.20%,2.91,12.5
Shyvana,Fighter,JUNGLE,B,46.3,2.77,50.98%,82.85%,2.43%,0.49%,2.61,12.5
Shyvana,Fighter,TOP,C,38.23,6.56,52.43%,13.95%,0.38%,0.49%,2.12,12.5
Singed,Tank,MID,A,52.4,6.42,56.15%,17.24%,0.41%,0.54%,2.63,12.5
Singed,Tank,TOP,B,43,4.55,51.31%,68.74%,1.82%,0.54%,1.91,12.5
Sion,Tank,TOP,A,57.37,3.26,50.66%,81.64%,4.89%,1.68%,1.43,12.5
Sivir,Marksman,ADC,B,39.67,-4.51,51.37%,95.51%,2.71%,0.56%,2.46,12.5
Skarner,Fighter,JUNGLE,B,39.76,-4.15,49.77%,69.83%,0.74%,0.16%,2.76,12.5
Skarner,Fighter,TOP,D,29.02,4.51,48.30%,26.53%,0.25%,0.16%,2.28,12.5
Sona,Support,SUPPORT,A,49.3,-4.01,51.64%,95.70%,3.57%,0.47%,2.81,12.5
Soraka,Support,SUPPORT,S,64.72,09.02,52.57%,92.09%,6.81%,4.41%,2.73,12.5
Swain,Mage,MID,B,43.76,4.12,51.51%,13.68%,0.39%,1.51%,2.59,12.5
Swain,Mage,ADC,B,40.56,-6.39,52.92%,20.33%,0.44%,1.39%,2.89,12.5
Swain,Mage,SUPPORT,C,36.93,-4.41,49.27%,61.37%,2.25%,1.39%,2.34,12.5
Sylas,Mage,MID,S,60.76,2.1,50.47%,80.52%,6.64%,3.88%,2.14,12.5
Sylas,Mage,TOP,C,35.88,5.41,50.00%,13.90%,1.13%,3.88%,1.9,12.5
Syndra,Mage,MID,A,46.91,0.93,48.98%,87.68%,3.35%,1.08%,2.2,12.5
Tahm Kench,Support,TOP,A,50.46,10.39,51.90%,47.22%,2.08%,3.50%,2.47,12.5
Tahm Kench,Support,SUPPORT,C,37.69,-8.22,50.50%,44.07%,1.60%,3.50%,2.47,12.5
Taliyah,Mage,JUNGLE,C,38.55,1.84,49.27%,62.35%,1.13%,0.18%,2.52,12.5
Taliyah,Mage,MID,C,37.81,-5.54,49.25%,14.55%,0.29%,0.18%,2.29,12.5
Taliyah,Mage,SUPPORT,C,33.76,-11.39,51.88%,17.03%,0.29%,0.18%,2.13,12.5
Talon,Assassin,MID,A,48.04,-0.29,50.57%,65.41%,2.86%,1.90%,2.16,12.5
Talon,Assassin,JUNGLE,C,39.23,04.06,49.54%,30.70%,1.35%,1.90%,2.42,12.5
Taric,Support,SUPPORT,C,35.01,-9.54,49.98%,83.98%,0.99%,0.14%,2.68,12.5
Teemo,Marksman,TOP,S,69.89,-1.34,51.38%,78.10%,5.57%,9.89%,1.71,12.5
Thresh,Support,SUPPORT,S,61.78,8.91,46.77%,98.12%,9.54%,3.57%,2.46,12.5
Tristana,Marksman,ADC,A,48.06,-3.33,51.17%,86.41%,6.54%,3.24%,2.31,12.5
Tristana,Marksman,MID,B,43.48,0,52.24%,10.20%,0.66%,3.24%,2.11,12.5
Trundle,Fighter,JUNGLE,A,54.93,3.61,53.47%,64.92%,3.39%,2.77%,2.69,12.5
Trundle,Fighter,TOP,B,41.04,0.79,51.67%,30.90%,1.62%,2.77%,1.65,12.5
Tryndamere,Fighter,TOP,God,93.24,0.26,51.11%,85.64%,7.45%,26.17%,1.8,12.5
Twisted Fate,Mage,MID,B,42.34,3.99,47.64%,89.60%,2.75%,0.42%,2.17,12.5
Twitch,Marksman,ADC,A,50.33,-0.15,51.88%,80.93%,6.56%,4.45%,2.39,12.5
Udyr,Fighter,JUNGLE,B,43.75,3.72,50.22%,92.47%,2.08%,0.62%,2.61,12.5
Urgot,Fighter,TOP,A,56.03,-2.87,52.35%,92.37%,3.40%,2.46%,1.96,12.5
Varus,Marksman,ADC,D,29.02,-9.74,47.60%,87.55%,2.39%,0.19%,2.27,12.5
Vayne,Marksman,ADC,S,64.2,4.83,51.73%,80.87%,11.14%,16.45%,2.14,12.5
Vayne,Marksman,TOP,B,41.01,05.02,49.66%,16.74%,2.16%,16.45%,1.51,12.5
Veigar,Mage,MID,S,70.53,0.55,52.34%,72.14%,7.86%,8.08%,2.34,12.5
Veigar,Mage,ADC,B,44.46,-4.29,54.12%,18.39%,1.89%,8.08%,2.51,12.5
Vel'Koz,Mage,MID,B,43.73,-0.95,50.68%,35.28%,0.88%,0.49%,2.57,12.5
Vel'Koz,Mage,SUPPORT,C,35.85,-6.85,50.26%,58.47%,1.64%,0.49%,2.19,12.5
Vex,Mage,MID,S,61.92,-0.39,50.16%,90.55%,6.41%,9.80%,2.35,12.5
Vi,Fighter,JUNGLE,A,54.12,0.93,52.30%,93.50%,4.61%,1.72%,2.37,12.5
Viego,Assassin,JUNGLE,S,69.98,-4.66,49.45%,94.09%,11.18%,9.73%,2.39,12.5
Viktor,Mage,MID,S,61.71,-2.81,51.32%,90.96%,6.23%,4.74%,2.25,12.5
Vladimir,Mage,MID,A,51.5,-1.88,50.11%,75.31%,3.73%,5.53%,2.33,12.5
Vladimir,Mage,TOP,C,34.57,3.55,49.19%,22.53%,1.07%,5.53%,02.01,12.5
Volibear,Fighter,JUNGLE,A,57.53,3.29,52.65%,58.01%,4.74%,2.73%,2.77,12.5
Volibear,Fighter,TOP,A,50.22,2.58,50.17%,39.30%,3.47%,2.73%,1.8,12.5
Warwick,Fighter,JUNGLE,A,52.13,0.36,50.23%,74.74%,5.40%,5.46%,2.19,12.5
Warwick,Fighter,TOP,C,37.38,7.53,50.62%,23.13%,1.18%,5.46%,1.84,12.5
Wukong,Fighter,TOP,B,41.67,1.32,50.70%,73.75%,1.70%,0.55%,02.02,12.5
Wukong,Fighter,JUNGLE,D,32.83,-1.86,47.74%,15.73%,0.35%,0.59%,2.47,12.5
Xayah,Marksman,ADC,B,45.9,-1.72,50.71%,97.37%,6.20%,0.97%,2.34,12.5
Xerath,Mage,MID,A,50.14,-0.76,50.71%,38.79%,2.16%,3.48%,2.94,12.5
Xerath,Mage,SUPPORT,B,42.93,-4.3,49.75%,55.45%,3.31%,3.48%,2.45,12.5
Xin Zhao,Fighter,JUNGLE,A,50.25,-13.83,49.07%,93.08%,5.63%,4.62%,2.28,12.5
Yasuo,Fighter,MID,God,87.87,4.66,50.65%,67.20%,11.67%,24.10%,1.74,12.5
Yasuo,Fighter,TOP,A,47.3,9.99,49.45%,16.87%,2.75%,24.10%,1.5,12.5
Yasuo,Fighter,ADC,C,37.87,-3.31,51.53%,14.69%,2.42%,24.10%,1.98,12.5
Yone,Assassin,MID,S,71.64,0.72,50.15%,58.09%,8.77%,18.66%,1.85,12.5
Yone,Assassin,TOP,S,68.09,7.18,50.74%,38.45%,5.23%,18.66%,1.65,12.5
Yorick,Fighter,TOP,A,46.92,-2.61,51.23%,95.33%,2.84%,2.98%,1.52,12.5
Yuumi,Support,SUPPORT,God,94.15,25.4,49.02%,98.59%,10.84%,26.29%,04.09,12.5
Zac,Tank,JUNGLE,S,59.69,-0.75,52.31%,82.95%,4.36%,2.90%,3.5,12.5
Zed,Assassin,MID,God,81.12,04.04,49.89%,69.31%,8.41%,35.16%,2.24,12.5
Zed,Assassin,JUNGLE,B,45.64,0.81,48.19%,26.54%,2.98%,35.16%,2.45,12.5
Zeri,Marksman,ADC,God,84.87,-1.79,49.88%,89.77%,12.91%,39.93%,2.34,12.5
Ziggs,Mage,MID,B,42.6,1.71,50.63%,28.57%,0.89%,0.47%,2.36,12.5
Ziggs,Mage,ADC,C,37.68,-5.39,51.67%,62.80%,1.86%,0.47%,2.39,12.5
Zilean,Support,MID,A,51.26,0.89,52.22%,24.03%,1.14%,3.82%,3.28,12.5
Zilean,Support,SUPPORT,B,44.79,-2.95,49.63%,70.97%,3.26%,3.82%,2.91,12.5
Zoe,Mage,MID,A,49.45,2.36,49.92%,91.32%,3.10%,1.28%,2.52,12.5
Zyra,Mage,SUPPORT,B,45.62,-2.42,51.55%,89.15%,3.46%,2.12%,2.11,12.5
Aatrox,Fighter,TOP,God,71.56,-0.63,50.02%,92.99%,6.94%,4.90%,1.93,12.6
